gene	OMIMG	Disease	OMIMP	Inheritance
MYC	190080	Burkitt lymphoma, somatic	113970	
MYCBP	606535			
MYCBP2	610392			
MYCBPAP	609835			
MYCL	164850			
MYCLP1	310310			
MYCN	164840	Feingold syndrome 1	164280	AD
MYCNOS	605374			
MYCNUT	615968			
MYCT1	616805			
MYD88	602170	Macroglobulinemia, Waldenstrom, somatic; Immunodeficiency 68	153600; 612260	AR
MYDGF	606746			
MYEF2	619395			
MYEOV	605625			
MYF5	159990	Ophthalmoplegia, external, with rib and vertebral anomalies	618155	AR
MYF6	159991			
MYG1	611366			
MYH1	160730			
MYH10	160776			
MYH11	160745	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2; Aortic aneurysm, familial thoracic 4; Visceral myopathy 2	619351; 132900; 619350	AR; AD
MYH13	603487			
MYH14	608568	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss; Deafness, autosomal dominant 4A	614369; 600652	AD
MYH15	609929			
MYH2	160740	Proximal myopathy and ophthalmoplegia	605637	AR, AD
MYH3	160720	Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A; Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B; Arthrogryposis, distal, type 2B3 (Sheldon-Hall); Arthrogryposis, distal, type 2A (Freeman-Sheldon)	178110; 618469; 618436; 193700	AR; AD
MYH4	160742			
MYH6	160710	{Sick sinus syndrome 3}; Atrial septal defect 3; Cardiomyopathy, dilated, 1EE; Cardiomyopathy, hypertrophic, 14	614090; 614089; 613252; 613251	AD
MYH7	160760	Laing distal myopathy; Cardiomyopathy, hypertrophic, 1; Left ventricular noncompaction 5; Cardiomyopathy, dilated, 1S; Scapuloperoneal syndrome, myopathic type; Myopathy, myosin storage, autosomal dominant; Myopathy, myosin storage, autosomal recessive	160500; 192600; 613426; 613426; 181430; 608358; 255160	Digenic dominant, AD; AD; AR
MYH7B	609928			
MYH8	160741	Carney complex variant; Trismus-pseudocamptodactyly syndrome	608837; 158300	AD
MYH9	160775	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss; Deafness, autosomal dominant 17	155100; 603622	AD
MYL1	160780	Myopathy, congenital, with fast-twitch (type II) fiber atrophy	618414	AR
MYL10	617177			
MYL11	617378	Arthrogryposis, distal, type 1C	619110	AR, AD
MYL12B	609211			
MYL2	160781	Cardiomyopathy, hypertrophic, 10; Myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy	608758; 619424	AR; AD
MYL3	160790	Cardiomyopathy, hypertrophic, 8	608751	AR, AD
MYL4	160770	?Atrial fibrillation, familial, 18	617280	AD
MYL5	160782			
MYL6	609931			
MYL6B	609930			
MYL7	613993			
MYL9	609905	?Megacystis-microcolon-intestinal hypoperistalsis syndrome 4	619365	AR
MYLIP	610082			
MYLK	600922	Megacystis-microcolon-intestinal hypoperistalsis syndrome 1; Aortic aneurysm, familial thoracic 7	249210; 613780	AR; AD
MYLK2	606566	Cardiomyopathy, hypertrophic, 1, digenic	192600	Digenic dominant, AD
MYLK3	612147			
MYMK	615345	Carey-Fineman-Ziter syndrome	254940	AR
MYMX	619912	?Carey-Fineman-Ziter syndrome 2	619941	AR
MYNN	606042			
MYO10	601481			
MYO15A	602666	Deafness, autosomal recessive 3	600316	AR
MYO16	615479			
MYO18A	610067			
MYO18A	609517			
MYO18B	607295	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	616549	AR
MYO19	617379			
MYO1A	601478			
MYO1B	606537			
MYO1C	606538			
MYO1D	606539			
MYO1E	601479	Glomerulosclerosis, focal segmental, 6	614131	AR
MYO1F	601480			
MYO1G	600642			
MYO1H	614636	?Central hypoventilation syndrome, congenital, 2, and autonomic dysfunction	619482	AR
MYO3A	606808	Deafness, autosomal recessive 30	607101	AR
MYO3B	610040			
MYO5A	160777	Griscelli syndrome, type 1	214450	AR
MYO5B	606540	Diarrhea 2, with microvillus atrophy, with or without cholestasis; Cholestasis, progressive familial intrahepatic, 10	251850; 619868	AR
MYO5C	610022			
MYO6	600970	Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy; Deafness, autosomal dominant 22; Deafness, autosomal recessive 37	606346; 606346; 607821	AR; AD
MYO7A	276903	Deafness, autosomal recessive 2; Usher syndrome, type 1B; Deafness, autosomal dominant 11	600060; 276900; 601317	AR; AD
MYO7B	606541			
MYO9A	604875	Myasthenic syndrome, congenital, 24, presynaptic	618198	AR
MYO9B	602129	{Celiac disease, susceptibility to, 4}	609753	
MYOC	601652	Glaucoma 1A, primary open angle	137750	AD
MYOCD	606127	Megabladder, congenital	618719	AD
MYOD1	159970	Myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies	618975	AR
MYOF	604603	?Angioedema, hereditary, 7	619366	AD
MYOG	159980			
MYOM1	603508			
MYOM2	603509			
MYOM3	616832			
MYORG	618255	Basal ganglia calcification, idiopathic, 7, autosomal recessive	618317	AR
MYOSLID	618976			
MYOT	604103	Myopathy, myofibrillar, 3; Myopathy, spheroid body	609200; 182920	AD
MYOZ1	605603			
MYOZ2	605602	Cardiomyopathy, hypertrophic, 16	613838	AD
MYOZ3	610735			
MYPN	608517	Cardiomyopathy, hypertrophic, 22; Cardiomyopathy, familial restrictive, 4; Cardiomyopathy, dilated, 1KK; Nemaline myopathy 11, autosomal recessive	615248; 615248; 615248; 617336	AR; AD
MYPOP	617861			
MYRF	608329	Encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Cardiac-urogenital syndrome	618113; 618280	AD
MYRIP	611790			
MYSM1	612176	Bone marrow failure syndrome 4	618116	AR
MYT1	600379			
MYT1L	613084	Intellectual developmental disorder, autosomal dominant 39	616521	AD
MYZAP	614071			
MZB1	609447			
MZF1	194550			
MZT1	613448			
MZT2A	613449			
MZT2B	613450			
N4BP1	619138			
N4BP2	619139			
N4BP2L2	615788			
N4BP3	619140			
N6AMT1	614553			
NAA10	300013	Microphthalmia, syndromic 1; Ogden syndrome	309800; 300855	XLR, XLD; X-linked
NAA11	619432			
NAA15	608000	Intellectual developmental disorder, autosomal dominant 50, with behavioral abnormalities	617787	AD
NAA16	619497			
NAA20	610833	Intellectual developmental disorder, autosomal recessive 73	619717	AR
NAA25	612755			
NAA30	617989			
NAA35	619438			
NAA38	617990			
NAA40	619999			
NAA50	610834			
NAA60	614246			
NAA80	607073			
NAAA	607469			
NAALAD2	611636			
NAALADL1	602640			
NAALADL2	608806			
NAB1	600800			
NAB2	602381			
NABP1	612103			
NABP2	612104			
NACA	601234			
NACA2	609274			
NACAD	619419			
NACC1	610672	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	617393	AD
NACC2	615786			
NADK	611616			
NADK2	615787	2,4-dienoyl-CoA reductase deficiency	616034	AR
NADSYN1	608285	Vertebral, cardiac, renal, and limb defects syndrome 3	618845	AR
NAE1	603385			
NAF1	617868			
NAGA	104170	Schindler disease, type I; Kanzaki disease; Schindler disease, type III	609241; 609242; 609241	AR
NAGK	606828			
NAGLU	609701	?Charcot-Marie-Tooth disease, axonal, type 2V; Mucopolysaccharidosis type IIIB (Sanfilippo B)	616491; 252920	AR; AD
NAGPA	607985			
NAGS	608300	N-acetylglutamate synthase deficiency	237310	AR
NAIF1	610673			
NAIP	600355			
NALCN	611549	Congenital contractures of the limbs and face, hypotonia, and developmental delay; Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	616266; 615419	AR; AD
NALF1	619899			
NAMPT	608764			
NANOG	607937			
NANOS1	608226	Spermatogenic failure 12	615413	AD
NANOS2	608228			
NANOS3	608229			
NANP	610763			
NANS	605202	Spondyloepimetaphyseal dysplasia, Camera-Genevieve type	610442	AR
NAP1L1	164060			
NAP1L2	300026			
NAP1L3	300117			
NAP1L4	601651			
NAP1L5	612203			
NAPA	603215			
NAPB	611270	Developmental and epileptic encephalopathy 107	620033	AR
NAPEPLD	612334			
NAPG	603216			
NAPRT	611552			
NAPSA	605631			
NARF	605349			
NARS1	108410	Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant; Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive	619092; 619091	AR; AD
NARS2	612803	Combined oxidative phosphorylation deficiency 24; ?Deafness, autosomal recessive 94	616239; 618434	AR
NASP	603185			
NAT1	108345			
NAT10	609221			
NAT16	615783			
NAT2	612182	[Acetylation, slow]	243400	AR
NAT8	606716			
NAT8B	608190			
NAT8L	610647	?N-acetylaspartate deficiency	614063	AR
NAV1	611628			
NAV2	607026			
NAV3	611629			
NAXD	615910	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2	618321	AR
NAXE	608862	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	617186	AR
NBAS	608025	Short stature, optic nerve atrophy, and Pelger-Huet anomaly; Infantile liver failure syndrome 2	614800; 616483	AR
NBAT1	616206			
NBDY	300992			
NBEA	604889	Neurodevelopmental disorder with or without early-onset generalized epilepsy	619157	AD
NBEAL1	609816			
NBEAL2	614169	Gray platelet syndrome	139090	AR
NBEAP1	601889			
NBL1	600613			
NBN	602667	Leukemia, acute lymphoblastic; Aplastic anemia; Nijmegen breakage syndrome	613065; 609135; 251260	AR
NBPF1	610501			
NBPF10	614000			
NBPF11	614001			
NBPF12	608607			
NBPF14	614003			
NBPF15	610414			
NBPF19	614006			
NBPF20	614007			
NBPF3	612992			
NBPF4	613994			
NBPF5P	613995			
NBPF6	613996			
NBPF7P	613997			
NBPF8	613998			
NBPF9	613999			
NBR1	166945			
NBR2	618708			
NCALD	606722			
NCAM1	116930			
NCAM2	602040			
NCAN	600826			
NCAPD2	615638	?Microcephaly 21, primary, autosomal recessive	617983	AR
NCAPD3	609276	Microcephaly 22, primary, autosomal recessive	617984	AR
NCAPG	606280			
NCAPG2	608532	Khan-Khan-Katsanis syndrome	618460	AR
NCAPH	602332	?Microcephaly 23, primary, autosomal recessive	617985	AR
NCAPH2	611230			
NCBP1	600469			
NCBP2	605133			
NCBP3	616624			
NCCRP1	615901			
NCDN	608458	Neurodevelopmental disorder with infantile epileptic spasms	619373	AD
NCEH1	613234			
NCF1	608512	Chronic granulomatous disease 1, autosomal recessive	233700	AR
NCF2	608515	Chronic granulomatous disease 2, autosomal recessive	233710	AR
NCF4	601488	Chronic granulomatous disease 3, autosomal recessive	613960	AR
NCK1	600508			
NCK2	604930			
NCKAP1	604891			
NCKAP1L	141180	Immunodeficiency 72 with autoinflammation	618982	AR
NCKAP5	608789			
NCKAP5L	615104			
NCKIPSD	606671			
NCL	164035			
NCLN	609156			
NCOA1	602691			
NCOA2	601993			
NCOA3	601937			
NCOA4	601984			
NCOA5	616825			
NCOA6	605299			
NCOA7	609752			
NCOR1	600849			
NCOR2	600848			
NCR1	604530			
NCR2	604531			
NCR3	611550	{Malaria, mild, susceptibility to}	609148	
NCR3LG1	613714			
NCS1	603315			
NCSTN	605254	Acne inversa, familial, 1	142690	AD
NDC1	610115			
NDC80	607272			
NDE1	609449	Microhydranencephaly; Lissencephaly 4 (with microcephaly)	605013; 614019	AR
NDEL1	607538			
NDFIP1	612050			
NDFIP2	610041			
NDN	602117			
NDNF	616506	Hypogonadotropic hypogonadism 25 with anosmia	618841	AD
NDOR1	606073			
NDP	300658	Exudative vitreoretinopathy 2, X-linked; Norrie disease	305390; 310600	XLR, XLD; XLR
NDRG1	605262	Charcot-Marie-Tooth disease, type 4D	601455	AR
NDRG2	605272			
NDRG3	605273			
NDRG4	614463			
NDST1	600853	Intellectual developmental disorder, autosomal recessive 46	616116	AR
NDST2	603268			
NDST3	603950			
NDST4	615039			
NDUFA1	300078	Mitochondrial complex I deficiency, nuclear type 12	301020	XLR
NDUFA10	603835	Mitochondrial complex I deficiency, nuclear type 22	618243	AR
NDUFA11	612638	Mitochondrial complex I deficiency, nuclear type 14	618236	AR
NDUFA12	614530	Mitochondrial complex I deficiency, nuclear type 23	618244	AR
NDUFA13	609435	{Thyroid carcinoma, Hurthle cell}; ?Mitochondrial complex I deficiency, nuclear type 28	607464; 618249	AR
NDUFA2	602137	Mitochondrial complex I deficiency, nuclear type 13	618235	AR
NDUFA3	603832			
NDUFA4	603833	?Mitochondrial complex IV deficiency, nuclear type 21	619065	AR
NDUFA5	601677			
NDUFA6	602138	Mitochondrial complex I deficiency, nuclear type 33	618253	AR
NDUFA7	602139			
NDUFA8	603359	Mitochondrial complex I deficiency, nuclear type 37	619272	AR
NDUFA9	603834	Mitochondrial complex I deficiency, nuclear type 26	618247	AR
NDUFAB1	603836			
NDUFAF1	606934	Mitochondrial complex I deficiency, nuclear type 11	618234	AR
NDUFAF2	609653	Mitochondrial complex I deficiency, nuclear type 10	618233	AR
NDUFAF3	612911	Mitochondrial complex I deficiency, nuclear type 18	618240	AR
NDUFAF4	611776	Mitochondrial complex I deficiency, nuclear type 15	618237	AR
NDUFAF5	612360	Mitochondrial complex I deficiency, nuclear type 16	618238	AR
NDUFAF6	612392	Mitochondrial complex I deficiency, nuclear type 17; Fanconi renotubular syndrome 5	618239; 618913	AR
NDUFAF7	615898			
NDUFAF8	618461	Mitochondrial complex I deficiency, nuclear type 34	618776	AR
NDUFB1	603837			
NDUFB10	603843	?Mitochondrial complex I deficiency, nuclear type 35	619003	AR
NDUFB11	300403	Linear skin defects with multiple congenital anomalies 3; ?Mitochondrial complex I deficiency, nuclear type 30	300952; 301021	XLD; X-linked
NDUFB2	603838			
NDUFB3	603839	Mitochondrial complex I deficiency, nuclear type 25	618246	AR
NDUFB4	603840			
NDUFB5	603841			
NDUFB6	603322			
NDUFB7	603842	?Mitochondrial complex I deficiency, nuclear type 39	620135	
NDUFB8	602140	Mitochondrial complex I deficiency, nuclear type 32	618252	AR
NDUFB9	601445	?Mitochondrial complex I deficiency, nuclear type 24	618245	AR
NDUFC1	603844			
NDUFC2	603845	Mitochondrial complex I deficiency, nuclear type 36	619170	AR
NDUFS1	157655	Mitochondrial complex I deficiency, nuclear type 5	618226	AR
NDUFS2	602985	Mitochondrial complex I deficiency, nuclear type 6	618228	AR
NDUFS3	603846	Mitochondrial complex I deficiency, nuclear type 8	618230	AR
NDUFS4	602694	Mitochondrial complex I deficiency, nuclear type 1	252010	AR
NDUFS5	603847			
NDUFS6	603848	Mitochondrial complex I deficiency, nuclear type 9	618232	AR
NDUFS7	601825	Mitochondrial complex I deficiency, nuclear type 3	618224	AR
NDUFS8	602141	Mitochondrial complex I deficiency, nuclear type 2	618222	AR
NDUFV1	161015	Mitochondrial complex I deficiency, nuclear type 4	618225	AR
NDUFV2	600532	Mitochondrial complex I deficiency, nuclear type 7	618229	AR
NDUFV3	602184			
NEAT1	612769			
NEB	161650	Nemaline myopathy 2, autosomal recessive; Arthrogryposis multiplex congenita 6	256030; 619334	AR
NEBL	605491			
NECAB2	618130			
NECAB3	612478			
NECAP1	611623	Developmental and epileptic encephalopathy 21	615833	AR
NECAP2	611624			
NECTIN1	600644	Cleft lip/palate-ectodermal dysplasia syndrome; Orofacial cleft 7	225060; 225060	AR
NECTIN2	600798			
NECTIN3	607147			
NECTIN4	609607	Ectodermal dysplasia-syndactyly syndrome 1	613573	AR
NEDD1	600372			
NEDD4	602278			
NEDD4L	606384	Periventricular nodular heterotopia 7	617201	AD
NEDD8	603171			
NEDD9	602265			
NEFH	162230	Charcot-Marie-Tooth disease, axonal, type 2CC; {?Amyotrophic lateral sclerosis, susceptibility to}	616924; 105400	AD; AR, AD
NEFL	162280	Charcot-Marie-Tooth disease, type 1F; Charcot-Marie-Tooth disease, dominant intermediate G; Charcot-Marie-Tooth disease, type 2E	607734; 617882; 607684	AD; AR, AD
NEFM	162250			
NEGR1	613173			
NEIL1	608844			
NEIL2	608933			
NEIL3	608934			
NEK1	604588	Short-rib thoracic dysplasia 6 with or without polydactyly; {Amyotrophic lateral sclerosis, susceptibility to, 24}	263520; 617892	AD; Digenic recessive, AR
NEK10	618726	Ciliary dyskinesia, primary, 44	618781	AR
NEK11	609779			
NEK2	604043	?Retinitis pigmentosa 67	615565	AR
NEK3	604044			
NEK4	601959			
NEK5	616731			
NEK6	604884			
NEK7	606848			
NEK8	609799	Renal-hepatic-pancreatic dysplasia 2; ?Nephronophthisis 9	615415; 613824	AR
NEK9	609798	?Arthrogryposis, Perthes disease, and upward gaze palsy; Nevus comedonicus, somatic; Lethal congenital contracture syndrome 10	614262; 617025; 617022	AR
NELFA	606026			
NELFB	611180			
NELFCD	605297			
NELFE	154040			
NELL1	602319			
NELL2	602320			
NEMF	608378	Intellectual developmental disorder with speech delay and axonal peripheral neuropathy	619099	AR
NEMP1	616496			
NEMP2	616497			
NENF	611874			
NEO1	601907			
NEPRO	617089	Anauxetic dysplasia 3	618853	AR
NES	600915			
NET1	606450			
NETO1	607973			
NETO2	607974			
NEU1	608272	Sialidosis, type II; Sialidosis, type I	256550; 256550	AR
NEU2	605528			
NEU3	604617			
NEU4	608527			
NEURL1	603804			
NEURL1B	615893			
NEURL2	608597			
NEURL3	617206			
NEURL4	615865			
NEUROD1	601724	{Type 2 diabetes mellitus, susceptibility to}; Maturity-onset diabetes of the young 6	125853; 606394	AD
NEUROD2	601725	Developmental and epileptic encephalopathy 72	618374	AD
NEUROD4	611635			
NEUROD6	611513			
NEUROG1	601726			
NEUROG2	606624			
NEUROG3	604882	Diarrhea 4, malabsorptive, congenital	610370	AR
NEXMIF	300524	Intellectual developmental disorder, X-linked 98	300912	XLD
NEXN	613121	Cardiomyopathy, dilated, 1CC; Cardiomyopathy, hypertrophic, 20	613122; 613876	AD
NEXN-AS1	618370			
NF1	613113	Watson syndrome; Leukemia, juvenile myelomonocytic; Neurofibromatosis, familial spinal; Neurofibromatosis, type 1; Neurofibromatosis-Noonan syndrome	193520; 607785; 162210; 162200; 601321	Somatic mutation, AD; AD
NF2	607379	Neurofibromatosis, type 2; Meningioma, NF2-related, somatic; Schwannomatosis, somatic	101000; 607174; 162091	AD
NFAM1	608740			
NFASC	609145	Neurodevelopmental disorder with central and peripheral motor dysfunction	618356	AR
NFAT5	604708			
NFATC1	600489			
NFATC2	600490			
NFATC2IP	614525			
NFATC3	602698			
NFATC4	602699			
NFE2	601490			
NFE2L1	163260			
NFE2L2	600492	Immunodeficiency, developmental delay, and hypohomocysteinemia	617744	AD
NFE2L3	604135			
NFE4	612133			
NFIA	600727	Brain malformations with or without urinary tract defects	613735	AD
NFIB	600728	Macrocephaly, acquired, with impaired intellectual development	618286	AD
NFIC	600729			
NFIL3	605327			
NFIX	164005	Marshall-Smith syndrome; Malan syndrome	602535; 614753	AD
NFKB1	164011	Immunodeficiency, common variable, 12	616576	AD
NFKB2	164012	Immunodeficiency, common variable, 10	615577	AD
NFKBIA	164008	Ectodermal dysplasia and immunodeficiency 2	612132	AD
NFKBIB	604495			
NFKBID	618887			
NFKBIE	604548			
NFKBIL1	601022	{Rheumatoid arthritis, susceptibility to}	180300	
NFKBIZ	608004			
NFRKB	164013			
NFS1	603485	Combined oxidative phosphorylation deficiency 52	619386	AR
NFU1	608100	Multiple mitochondrial dysfunctions syndrome 1	605711	AR
NFX1	603255			
NFYA	189903			
NFYB	189904			
NFYC	605344			
NGB	605304			
NGDN	610777			
NGEF	605991			
NGF	162030	Neuropathy, hereditary sensory and autonomic, type V	608654	AR
NGFR	162010			
NGLY1	610661	Congenital disorder of deglycosylation 1	615273	AR
NGRN	616718			
NHEJ1	611290	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation	611291	
NHERF1	604990	Nephrolithiasis/osteoporosis, hypophosphatemic, 2	612287	AD
NHERF2	606553			
NHERF4	607146			
NHLH1	162360			
NHLH2	162361	?Hypogonadotropic hypogonadism 27 without anosmia	619755	AR
NHLRC1	608072	Epilepsy, progressive myoclonic 2B (Lafora)	254780	AR
NHLRC2	618277	FINCA syndrome	618278	AR
NHP2	606470	Dyskeratosis congenita, autosomal recessive 2	613987	AR
NHS	300457	Cataract 40, X-linked; Nance-Horan syndrome	302200; 302350	XLD; X-linked
NIBAN1	619294			
NIBAN2	614045			
NIBAN3	609967			
NICN1	611516			
NID1	131390			
NID2	605399			
NIF3L1	605778			
NIFK	611970			
NIN	608684	?Seckel syndrome 7	614851	AR
NINJ1	602062			
NINJ2	607297			
NINL	609580			
NIP7	619204			
NIPA1	608145	Spastic paraplegia 6, autosomal dominant	600363	AD
NIPA2	608146			
NIPAL3	620034			
NIPAL4	609383	Ichthyosis, congenital, autosomal recessive 6	612281	AR
NIPBL	608667	Cornelia de Lange syndrome 1	122470	AD
NIPSNAP1	603249			
NIPSNAP2	603004			
NIPSNAP3A	608871			
NIPSNAP3B	608872			
NISCH	615507			
NIT1	604618			
NIT2	616769			
NKAIN1	612871			
NKAIN2	609758			
NKAIN3	612872			
NKAIN4	612873			
NKAP	300766	Intellectual developmental disorder, X-linked syndromic, Hackman-Di Donato type	301039	XLR
NKD1	607851			
NKD2	607852			
NKG7	606008			
NKIRAS1	604496			
NKIRAS2	604497			
NKRF	300440			
NKTR	161565			
NKX1-1	617869			
NKX2-1	600635	Chorea, hereditary benign; {Thyroid cancer, nonmedullary, 1}; Choreoathetosis, hypothyroidism, and neonatal respiratory distress	118700; 188550; 610978	AD
